               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  90,             0.10012,            0.048922,                   0,             0.64853,             0.29574,             0.46343,             0.27916,             0.13644,            0.036541,                   0,            0.008183,            0.008183,            0.008183
                  91,             0.10119,            0.049824,                   0,             0.66304,             0.27577,             0.46319,             0.27973,             0.13644,             0.03707,                   0,            0.008145,            0.008145,            0.008145
                  92,            0.099146,             0.05049,                   0,             0.63385,             0.30663,             0.46047,             0.27616,             0.13685,            0.038192,                   0,           0.0081068,           0.0081068,           0.0081068
                  93,            0.099755,            0.051443,                   0,             0.62043,             0.30576,             0.44938,             0.27017,             0.13664,            0.038417,                   0,           0.0080682,           0.0080682,           0.0080682
                  94,            0.099849,            0.052912,                   0,             0.66402,             0.29233,             0.46757,             0.28269,             0.13636,            0.037374,                   0,           0.0080294,           0.0080294,           0.0080294
                  95,             0.10116,            0.051802,                   0,             0.64042,              0.3017,             0.46186,             0.27769,             0.13652,            0.037888,                   0,           0.0079903,           0.0079903,           0.0079903
                  96,             0.10016,            0.051079,                   0,              0.6753,             0.28908,             0.47566,             0.28692,             0.13693,             0.03693,                   0,           0.0079509,           0.0079509,           0.0079509
                  97,             0.10014,            0.050235,                   0,             0.64474,             0.29878,             0.46401,             0.28031,             0.13669,            0.038109,                   0,           0.0079112,           0.0079112,           0.0079112
                  98,            0.099606,            0.050446,                   0,             0.61935,             0.31747,             0.45986,             0.27586,             0.13625,            0.040045,                   0,           0.0078713,           0.0078713,           0.0078713
                  99,            0.098508,            0.049772,                   0,              0.6652,             0.28588,             0.46377,             0.28022,             0.13667,            0.036973,                   0,           0.0078311,           0.0078311,           0.0078311
                 100,            0.099423,            0.054287,                   0,             0.65318,             0.30301,             0.47041,             0.28336,             0.13697,            0.037327,                   0,           0.0077907,           0.0077907,           0.0077907
                 101,            0.099341,            0.051379,                   0,             0.66441,             0.28625,             0.46605,             0.28311,             0.13647,            0.037033,                   0,             0.00775,             0.00775,             0.00775
                 102,             0.10044,            0.052055,                   0,             0.66046,             0.29307,             0.46967,             0.28692,             0.13648,            0.038095,                   0,           0.0077091,           0.0077091,           0.0077091
                 103,            0.099738,            0.051175,                   0,             0.63214,             0.31221,             0.46281,             0.27902,             0.13658,            0.038612,                   0,           0.0076679,           0.0076679,           0.0076679
                 104,            0.099908,            0.051408,                   0,             0.63122,             0.32019,             0.46362,             0.28128,             0.13634,            0.039214,                   0,           0.0076265,           0.0076265,           0.0076265
                 105,            0.099313,            0.052548,                   0,             0.61693,             0.29286,             0.44558,             0.26704,             0.13691,            0.038511,                   0,           0.0075848,           0.0075848,           0.0075848
